Submission ID,age,cups_per_day,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,flavor_preference,How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,expertise,Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?",overall_favorite,Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
PA8jy5,35-44 years old,2,"On the go, At home, At the office",True,True,True,False,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",True,False,False,False,True,False,False,False,False,False,,Local cafe,False,True,False,False,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Flavored coffee creamer,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Full caffeine,3.0,3.0,4.0,3.0,,3.0,3.0,2.0,,2.0,3.0,4.0,,1.0,3.0,5.0,,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"I need the caffeine, I need the ritual, It tastes good",True,True,True,False,False,,Yes,Yes,$4-$6,$4-$6,Yes,$50-$100,Yes,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed part-time,,Independent
XeBPNP,35-44 years old,1,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,Granulated Sugar,True,False,False,False,False,False,False,False,,,,,,,,,Chocolatey,Somewhat strong,Blonde,Full caffeine,2.0,2.0,4.0,2.0,Bright,3.0,3.0,3.0,,2.0,2.0,4.0,Interesting flavor ,2.0,4.0,2.0,,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"I need the caffeine, I need the ritual, It tastes good",True,True,True,False,False,,Yes,No,$8-$10,$8-$10,Yes,$20-$50,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,More than 3,Independent
7d4bx9,18-24 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Cappuccino,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Medium,Medium,Full caffeine,6.0,3.0,4.0,2.0,Grapefruit and Dark Chocolate,4.0,3.0,3.0,Brown Sugar and Chocolate,4.0,2.0,4.0,Apples,2.0,4.0,5.0,Blueberries,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,True,False,False,False,False,,Yes,No,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
GrYLqQ,45-54 years old,2,At home,True,False,False,False,False,Other,False,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Mocha,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,5.0,1.0,4.0,1.0,,4.0,4.0,2.0,,3.0,4.0,3.0,,1.0,5.0,1.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, Other",True,False,False,False,True,I really enjoy a hot mug of coffee in my hands. ,Yes,Yes,$4-$6,$6-$8,No,$100-$300,Yes,Female,,High school graduate,White/Caucasian,,Homemaker,2,Independent
vNqjL4,18-24 years old,1,"At a cafe, At home",True,False,False,True,False,"Instant coffee, Espresso",False,False,True,False,False,True,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Nutty,Medium,Medium,Full caffeine,3.0,3.0,5.0,2.0,Orange ,4.0,2.0,4.0,Smokey and nutty ,2.0,1.0,5.0,Floral ,3.0,4.0,2.0,Cirrus and grapefruit ,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"I need the ritual, I need the caffeine",False,True,True,False,False,,Yes,No,$6-$8,$8-$10,No,Less than $20,No,Female,,,,,,,
LdM2zJ,45-54 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,8.0,3.0,5.0,5.0,"Fruity , Bright",4.0,2.0,2.0,Chocolate/nutty,4.0,4.0,2.0,Chocolate /nutty,3.0,5.0,5.0,"Bright, fruity ",Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$6-$8,$8-$10,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,No affiliation
Ld5zz1,25-34 years old,4,"At a cafe, At home",True,False,False,True,False,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Other",True,False,True,False,False,False,False,False,True,True,aeropress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,8.0,2.0,3.0,4.0,"Light roast, fruity",5.0,1.0,2.0,"Dark roast, bitter, better as it cooled",3.0,2.0,5.0,"Medium roast, blend, balanced",1.0,5.0,4.0,"Very light roast or specialty process, tastes like it could have come from presta (local Nordic style roaster)",Coffee C,Coffee D,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
24x26V,45-54 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,4.0,Citrus,3.0,3.0,4.0,"Balance, paper",5.0,2.0,2.0,"Stout, better as it cools",2.0,4.0,5.0,Strawberry ,Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"I need the caffeine, I need the ritual, It tastes good",True,True,True,False,False,,Yes,Yes,$8-$10,$10-$15,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent
vN0Pp0,18-24 years old,Less than 1,None of these,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,Mocha,,"Milk, dairy alternative, or coffee creamer, Other",False,True,False,False,True,Chocolate,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,,Medium,,1.0,1.0,3.0,3.0,Citrus and blackberry,4.0,4.0,1.0,Woody,3.0,1.0,4.0,Graham cracker,3.0,5.0,5.0,Chocolate and cherry,Coffee C,Coffee D,Coffee D,,,,,,,,,,No,,,,,,,Female,,,,,,,Democrat
9dJKR1,25-34 years old,2,At home,True,False,False,False,False,"Pour over, Espresso, Cold brew",True,False,True,False,False,False,False,True,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Very strong,Medium,Full caffeine,7.0,2.0,4.0,2.0,,3.0,2.0,5.0,,3.0,2.0,2.0,,3.0,3.0,5.0,,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,No,$15-$20,More than $20,Yes,$300-$500,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
kYRBDj,45-54 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floral,Very strong,Medium,Full caffeine,3.0,1.0,4.0,3.0,Dogwood ,1.0,2.0,4.0,Flowers ,1.0,3.0,3.0,,1.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the ritual, It makes me go to the bathroom",True,False,True,True,False,,Yes,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,,Master's degree,White/Caucasian,,Employed part-time,1,No affiliation
XeRdOY,35-44 years old,2,"At a cafe, At home, At the office, On the go",True,True,True,True,False,Other,False,False,False,False,False,False,False,False,False,True,Aeropress ,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop",True,True,False,True,False,False,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Dark,Full caffeine,4.0,5.0,5.0,2.0,Chocolatey,5.0,4.0,4.0,,4.0,5.0,3.0,Caramel,3.0,2.0,1.0,Berry; ,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,Yes,$6-$8,$8-$10,No,$100-$300,No,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
pL4eYB,25-34 years old,1,"At the office, At home",True,True,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Half and half,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Nutty,Medium,Medium,Decaf,3.0,2.0,4.0,1.0,"Light, fruity, cherry",2.0,3.0,3.0,Coffee-flavored. Dimmer than Equator.,1.0,2.0,5.0,Slight bitter aftertaste. Green apple.,4.0,5.0,1.0,Ghastly. Fermented fruit.,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,It tastes good,True,False,False,False,False,,Yes,No,$8-$10,$10-$15,Yes,$300-$500,Yes,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
jB98M9,25-34 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Medium,Nordic,Full caffeine,7.0,1.0,5.0,5.0,Lime,4.0,1.0,2.0,"Peanut, caramel",2.0,3.0,3.0,Brown sugar,1.0,4.0,4.0,Blueberry,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$15-$20,More than $20,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
QABNkG,35-44 years old,1,At home,True,False,False,False,False,"Pour over, Cold brew",True,False,False,False,False,False,False,True,False,False,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Half and half,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,1.0,"Sour berries, currants, tea-like",4.0,1.0,1.0,Tastes like cigarettes smell,3.0,1.0,4.0,Dark chocolate; nutty,1.0,5.0,2.0,Sour apples,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$4-$6,$4-$6,No,$300-$500,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed part-time,2,Democrat
1rGdqL,35-44 years old,2,At home,True,False,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Light,Full caffeine,6.0,3.0,5.0,5.0,Caramel,2.0,2.0,2.0,Chocolate,3.0,3.0,3.0,,4.0,3.0,4.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat
9d6NaY,55-64 years old,3,"At home, At the office, At a cafe",True,True,False,True,False,"Pour over, Espresso, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",True,False,True,True,False,False,False,True,False,False,,,,,,,,,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Very strong,Medium,Full caffeine,8.0,2.0,4.0,2.0,"Toasty at first, after cooled mapley ",3.0,3.0,1.0,"Flat tasting, finished muddy as it cooled did not like",3.0,4.0,4.0,Very tasty,2.0,4.0,5.0,Tasted like berries ,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,
7dEobZ,25-34 years old,3,"At home, At a cafe",True,False,False,True,False,"Pour over, Other",True,False,False,False,False,False,False,False,False,True,Aeropress ,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat light,Light,Full caffeine,7.0,4.0,2.0,4.0,"Hazelnut, caramel",3.0,3.0,2.0,"Smoky, Dark Chocolate",4.0,2.0,2.0,"Earthy, dark chocolate",3.0,4.0,4.0,"Raspberry, blueberry",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
bl2BVe,25-34 years old,2,At the office,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Half and half,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Light,Full caffeine,2.0,4.0,4.0,1.0,,2.0,2.0,5.0,,3.0,4.0,2.0,,3.0,3.0,3.0,,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,"I need the ritual, It tastes good, I need the caffeine",True,True,True,False,False,,Yes,No,$6-$8,$8-$10,Yes,$50-$100,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican
1r2oVQ,25-34 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Light,Full caffeine,9.0,2.0,4.0,4.0,"Caramel, juicy mouthfeel, fresh fruit",4.0,4.0,1.0,"Roast, bbq, char",3.0,2.0,3.0,"Black tea, tannins",2.0,3.0,5.0,"Berries, fruity dark chocolate, green vegetables, jammy fruit",Coffee A,Coffee D,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$15-$20,More than $20,Yes,$300-$500,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
RzByPd,25-34 years old,2,At home,True,False,False,False,False,"Pour over, French press, Espresso",True,True,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat light,Light,Full caffeine,7.0,2.0,3.0,4.0,"Tart, very good",5.0,1.0,1.0,Ohhh noo. Reminded me of a hard bar of dark chocolate,3.0,2.0,2.0,"Mild chocolate, more approachable than Coffee B, very meh. I'd say this is the ""cup of joe"" of specialty coffees",1.0,4.0,5.0,Fruity! Had me fooled for an Ethiopian. By far my favorite,Coffee A,Coffee D,Coffee D,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,More than $20,No,"More than $1,000",Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
g5Wqll,25-34 years old,2,"At home, At the office, On the go, At a cafe",True,True,True,True,False,"Espresso, Coffee extract (e.g. Cometeer)",False,False,True,False,False,False,False,False,True,False,,"Specialty coffee shop, Local cafe",False,True,False,True,False,False,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,7.0,2.0,4.0,3.0,Caramel,4.0,1.0,3.0,"Burnt toast, nuts, dark chocolate",4.0,3.0,4.0,"Caramel
BBQ pork",2.0,3.0,3.0,Berry,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"It tastes good, It makes me go to the bathroom",True,False,False,True,False,,Yes,Yes,$4-$6,$6-$8,Yes,"More than $1,000",Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
GrBAM2,45-54 years old,2,"At home, At the office",True,True,False,False,False,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",True,False,True,True,False,False,False,True,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,3.0,4.0,more acidity as it cools. Actually a 3.5 on acidity scale. Sweetness. Caramel? Candy? Maybe pumpkin or something? brightness.,3.0,2.0,3.0,"darker, roastier. maybe chocolate? not sure. Definitely on the darker end.",3.0,2.0,2.0,"slight nuttiness, slight fruitiness. A little chocolate? darker roast.",1.0,4.0,5.0,"Definitely fruity. Bright, vibrant, delightful. Maybe a bit of peach in there?",Coffee A,Coffee D,Coffee D,I primarily work in person,$80-$100,It tastes good,True,False,False,False,False,,Yes,Yes,$15-$20,More than $20,No,$500-$1000,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Independent
24x9Zj,35-44 years old,1,At home,True,False,False,False,False,Other,False,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Other,Aeropress,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Medium,Full caffeine,2.0,3.0,4.0,4.0,,4.0,2.0,2.0,Chocolate,2.0,1.0,1.0,"Flat, nothing",2.0,5.0,3.0,Fruity funk,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
WAeRxk,55-64 years old,1,At home,True,False,False,False,False,Other,False,False,False,False,False,False,False,False,False,True,Stovetop mocha pot,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Very strong,Medium,Full caffeine,3.0,1.0,4.0,1.0,,2.0,3.0,1.0,,1.0,3.0,3.0,,2.0,3.0,1.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,<$20,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,No,$4-$6,$4-$6,No,$20-$50,Yes,Male,,Master's degree,White/Caucasian,,Retired,2,
bl4J97,25-34 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Bright,Somewhat strong,Medium,Full caffeine,6.0,2.0,5.0,5.0,,4.0,2.0,2.0,,3.0,3.0,3.0,,1.0,2.0,1.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual, I need the caffeine",True,True,True,False,False,,Yes,No,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
g5NogM,45-54 years old,3,"At home, On the go, At the office",True,True,True,False,False,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee",False,False,True,True,True,True,False,False,False,False,,"Specialty coffee shop, Local cafe",False,True,False,True,False,False,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,"Oat milk, Half and half, Whole milk",True,False,True,False,False,True,False,False,False,"Raw Sugar (Turbinado), Artificial Sweeteners (e.g., Splenda)",False,True,False,False,False,False,False,True,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,2.0,2.0,5.0,"Sweet, hint of berry, hint of vanilla",2.0,4.0,4.0,,3.0,4.0,3.0,Earthy,5.0,5.0,1.0,apple cider vinegar ,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$4-$6,No,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation
OABNQk,25-34 years old,1,At home,True,False,False,False,False,"Pour over, Coffee extract (e.g. Cometeer)",True,False,False,False,False,False,False,False,True,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,7.0,1.0,5.0,4.0,"Bright, light, fruity, red berries",4.0,3.0,2.0,"Dark, chocolate, dirt, unbalanced, light body, smoky",4.0,3.0,1.0,"Dark, burnt, bacon, semi-hollow",1.0,4.0,5.0,"Funky, round, full body, fruity, balanced",Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,It tastes good,True,False,False,False,False,,Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,,Democrat
ZdRMve,25-34 years old,1,"At home, At a cafe",True,False,False,True,False,Cold brew,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Flavored coffee creamer, Oat milk",False,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Full caffeine,5.0,1.0,4.0,4.0,Cranberry,4.0,1.0,1.0,Cocoa,3.0,2.0,2.0,"Hay, brandy",2.0,3.0,5.0,Blackberry,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the ritual, I need the caffeine, It tastes good",True,True,True,False,False,,Yes,No,$4-$6,$6-$8,Yes,$20-$50,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed part-time,,Democrat
YZzl6d,35-44 years old,3,"At the office, At home, On the go, At a cafe",True,True,True,True,False,"Coffee brewing machine (e.g. Mr. Coffee), Espresso, Cold brew",False,False,True,True,False,False,False,True,False,False,,"Local cafe, Specialty coffee shop",False,True,False,True,False,False,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutty,Somewhat strong,Light,Full caffeine,7.0,2.0,3.0,5.0,,3.0,2.0,4.0,,3.0,3.0,4.0,,2.0,3.0,4.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
DVvLV5,25-34 years old,1,"At the office, At a cafe, At home",True,True,False,True,False,"Other, Pod/capsule machine (e.g. Keurig/Nespresso)",False,False,False,False,True,False,False,False,False,True,Aeropress,,,,,,,,,Other,Cafe Miel,"Flavor syrup, Milk, dairy alternative, or coffee creamer",False,True,False,True,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Caramalized,Somewhat strong,Medium,Full caffeine,7.0,5.0,4.0,4.0,,1.0,2.0,2.0,,2.0,3.0,1.0,,3.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$6-$8,Yes,$500-$1000,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Democrat
