Submission ID,age,cups_per_day,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,flavor_preference,How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,expertise,Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?",overall_favorite,Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
XeBPa4,55-64 years old,2,At home,True,False,False,False,False,"Coffee brewing machine (e.g. Mr. Coffee), Other",False,False,False,True,False,False,False,False,False,True,Aeropress,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Dark,Full caffeine,5.0,1.0,3.0,3.0,"It seemed very plain when hot, got more acid as it cooled.  It reminded me of chicory and I don't like that generally.",2.0,3.0,5.0,"Very smooth when hot, got a bit fruity aftertaste as it cooled.",3.0,4.0,4.0,"Definitely better hot.  It was very smooth, and my second favorite.",3.0,4.0,1.0,"Too fruity, almost rancid flavor.  Did not like it, hot or cold.",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,,Bachelor's degree,White/Caucasian,,Retired,2,No affiliation
OAB648,25-34 years old,2,"At a cafe, At the office, At home",True,True,False,True,False,"French press, Espresso, Pour over, Cold brew",True,True,True,False,False,False,False,True,False,False,,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer, No - just black",True,True,False,False,False,,"Oat milk, Coffee creamer, Almond milk",False,False,False,True,False,True,True,False,False,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Dark,Full caffeine,6.0,2.0,4.0,4.0,,1.0,3.0,3.0,,4.0,2.0,3.0,,3.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the ritual, I need the caffeine",True,True,True,False,False,,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
7d9krR,55-64 years old,1,At home,True,False,False,False,False,"Bean-to-cup machine, Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",True,False,False,False,True,False,True,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Almond milk,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,Caramalized,Medium,Light,Full caffeine,8.0,2.0,5.0,3.0,"Fruity, Asian Pear",4.0,2.0,3.0,"Chocolate, well balanced",4.0,1.0,4.0,"Lighter body, notes of purple plums, excellent balance ",1.0,4.0,3.0,"Bacon when hot, notes of pomegranate after it opens up",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation
g5Wqll,25-34 years old,2,"At home, At the office, On the go, At a cafe",True,True,True,True,False,"Espresso, Coffee extract (e.g. Cometeer)",False,False,True,False,False,False,False,False,True,False,,"Specialty coffee shop, Local cafe",False,True,False,True,False,False,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,7.0,2.0,4.0,3.0,Caramel,4.0,1.0,3.0,"Burnt toast, nuts, dark chocolate",4.0,3.0,4.0,"Caramel
BBQ pork",2.0,3.0,3.0,Berry,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"It tastes good, It makes me go to the bathroom",True,False,False,True,False,,Yes,Yes,$4-$6,$6-$8,Yes,"More than $1,000",Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
PA82QV,25-34 years old,1,"At home, At the office, On the go, At a cafe",True,True,True,True,False,"Other, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)",False,False,False,True,True,False,False,False,False,True,Aeropress,"National chain (e.g. Starbucks, Dunkin)",True,False,False,False,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Light,Full caffeine,5.0,2.0,4.0,2.0,,4.0,3.0,3.0,,2.0,3.0,4.0,,4.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$15-$20,No,$50-$100,Yes,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
ZdGML5,25-34 years old,2,"At the office, At home, At a cafe",True,True,False,True,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",True,False,False,False,True,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,2.0,3.0,3.0,Caramel,3.0,2.0,5.0,Chocolatey,4.0,2.0,4.0,"Woody, smokey",4.0,3.0,2.0,Berry,Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,No,$10-$15,$10-$15,No,$300-$500,Yes,Female,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat
PA8jy5,35-44 years old,2,"On the go, At home, At the office",True,True,True,False,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",True,False,False,False,True,False,False,False,False,False,,Local cafe,False,True,False,False,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Flavored coffee creamer,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Full caffeine,3.0,3.0,4.0,3.0,,3.0,3.0,2.0,,2.0,3.0,4.0,,1.0,3.0,5.0,,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"I need the caffeine, I need the ritual, It tastes good",True,True,True,False,False,,Yes,Yes,$4-$6,$4-$6,Yes,$50-$100,Yes,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed part-time,,Independent
24x26V,45-54 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,4.0,Citrus,3.0,3.0,4.0,"Balance, paper",5.0,2.0,2.0,"Stout, better as it cools",2.0,4.0,5.0,Strawberry ,Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"I need the caffeine, I need the ritual, It tastes good",True,True,True,False,False,,Yes,Yes,$8-$10,$10-$15,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent
9dJKR1,25-34 years old,2,At home,True,False,False,False,False,"Pour over, Espresso, Cold brew",True,False,True,False,False,False,False,True,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Very strong,Medium,Full caffeine,7.0,2.0,4.0,2.0,,3.0,2.0,5.0,,3.0,2.0,2.0,,3.0,3.0,5.0,,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,No,$15-$20,More than $20,Yes,$300-$500,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
rl2Djp,35-44 years old,More than 4,"At home, On the go",True,False,True,False,False,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee), French press, Instant coffee, Cold brew",True,True,True,True,True,True,False,True,False,False,,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Drive-thru",True,True,True,True,False,False,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Somewhat strong,Light,Full caffeine,8.0,2.0,5.0,2.0,"bright, hay, straw, fruity, light, clear, tea",3.0,2.0,4.0,"chocolate, stale, bland, balanced",3.0,3.0,4.0,"balanced, smooth, heavy, full bodied",1.0,4.0,1.0,"grass, bright, fruit, weak, adventurous",Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Independent
5dqADQ,25-34 years old,2,At home,True,False,False,False,False,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",True,False,False,True,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,7.0,2.0,3.0,5.0,"Caramel, toasted marshmallow",3.0,2.0,4.0,"Dark roast, nutty",4.0,2.0,2.0,"Bitter, apple, shoe polish",2.0,4.0,4.0,"Fruity, raisin",Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$8-$10,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
jBEq21,35-44 years old,2,At home,True,False,False,False,False,"Espresso, Coffee brewing machine (e.g. Mr. Coffee)",False,False,True,True,False,False,False,False,False,False,,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Caramalized,Somewhat strong,Medium,Full caffeine,6.0,2.0,3.0,5.0,"Best smelling coffee, berry sweetness, cocoa, full/round",4.0,3.0,4.0,"Smoky, toasted nutty, delicate mouthfeel",4.0,3.0,3.0,"Tart cherry; kind of an oily, mechanic shop taste, but in a good way",2.0,4.0,1.0,Not a fan; lemon/citrusy flavor,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$10-$15,Yes,"More than $1,000",Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
5dqAKb,25-34 years old,1,"At home, At the office",True,True,False,False,False,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",True,False,False,False,True,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Medium,Medium,Full caffeine,3.0,3.0,3.0,3.0,"I thought this one was some sort of sweet, but not a citrus acidic ""sweet"". I thought of cherries.",3.0,2.0,2.0,Seemed to get less bitter and significantly less what I thought was acidic as it cooled. I noted earthy taste.,3.0,4.0,2.0,"Originally I thought middle of the road acidity level, but I increased my rating as it cooled. I struggled to come up with any notes on this one.",2.0,5.0,5.0,"Had a bit of a sour feel on my tongue. Tasted smooth, flavorful and interesting. I think it was the most unique which caught my attention.",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the caffeine, It makes me go to the bathroom, It tastes good",True,True,False,True,False,,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
ZdRMve,25-34 years old,1,"At home, At a cafe",True,False,False,True,False,Cold brew,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Flavored coffee creamer, Oat milk",False,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Full caffeine,5.0,1.0,4.0,4.0,Cranberry,4.0,1.0,1.0,Cocoa,3.0,2.0,2.0,"Hay, brandy",2.0,3.0,5.0,Blackberry,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the ritual, I need the caffeine, It tastes good",True,True,True,False,False,,Yes,No,$4-$6,$6-$8,Yes,$20-$50,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed part-time,,Democrat
EPbpKr,25-34 years old,2,At the office,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,7.0,2.0,4.0,4.0,Light and calm,3.0,3.0,3.0,Nutty,4.0,2.0,2.0,Nutty as well more bitter,2.0,4.0,5.0,Sweet,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$15-$20,Yes,$20-$50,Yes,Male,,High school graduate,White/Caucasian,,Employed full-time,,Independent
1r2oVQ,25-34 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Light,Full caffeine,9.0,2.0,4.0,4.0,"Caramel, juicy mouthfeel, fresh fruit",4.0,4.0,1.0,"Roast, bbq, char",3.0,2.0,3.0,"Black tea, tannins",2.0,3.0,5.0,"Berries, fruity dark chocolate, green vegetables, jammy fruit",Coffee A,Coffee D,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$15-$20,More than $20,Yes,$300-$500,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
VZ9WWj,25-34 years old,2,"At home, At the office, On the go",True,True,True,False,False,"Pour over, Cold brew",True,False,False,False,False,False,False,True,False,False,,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe",True,True,False,True,False,False,,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, No - just black",True,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,"Granulated Sugar, Raw Sugar (Turbinado)",True,False,False,False,False,False,False,True,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,1.0,3.0,4.0,mellow and easy to drink,2.0,1.0,2.0,"couldnt taste a lot of flavor, bland",3.0,1.0,5.0,good overall flavor,2.0,4.0,3.0,a lot of flavors. a good coffee for food pairings,Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$8-$10,$10-$15,No,$100-$300,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
KMPpk8,18-24 years old,Less than 1,At a cafe,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,Cortado,,Other,False,False,False,False,True,Don't drink coffee only espresso,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,2.0,2.0,2.0,1.0,,4.0,2.0,3.0,,3.0,2.0,2.0,,2.0,4.0,2.0,,Coffee B,Coffee A,Coffee B,I do a mix of both,<$20,Other,False,False,False,False,True,Vibes,No,No,$2-$4,$4-$6,No,Less than $20,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat
KMBjGK,35-44 years old,2,"At home, At the office",True,True,False,False,False,"Espresso, Pour over",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",True,True,False,True,False,,"Skim milk, Oat milk",False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,3.0,2.0,4.0,4.0,Creamy?,3.0,2.0,3.0,Thin?,2.0,3.0,3.0,,2.0,2.0,4.0,Fruity?,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, It makes me go to the bathroom",True,True,False,True,False,,Yes,No,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
rlrxo5,25-34 years old,2,At a cafe,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Medium,Full caffeine,6.0,2.0,4.0,3.0,"Nice African coffee, tangy and acidic with a nice finish. Lemon and tangerine tasting notes",3.0,3.0,2.0,"Mild but would be nice to have stronger. Graham cracker, honey, chocolate",2.0,2.0,3.0,Very smooth at first with a heavy caramel finish. Butterscotch and nutty flavors as well.,3.0,1.0,5.0,Very nice coffee for any time of day. Dark currant and berry with milk chocolate.,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$10-$15,Yes,$50-$100,Yes,Male,,High school graduate,White/Caucasian,,Employed full-time,,No affiliation
Ld5zz1,25-34 years old,4,"At a cafe, At home",True,False,False,True,False,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Other",True,False,True,False,False,False,False,False,True,True,aeropress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,8.0,2.0,3.0,4.0,"Light roast, fruity",5.0,1.0,2.0,"Dark roast, bitter, better as it cooled",3.0,2.0,5.0,"Medium roast, blend, balanced",1.0,5.0,4.0,"Very light roast or specialty process, tastes like it could have come from presta (local Nordic style roaster)",Coffee C,Coffee D,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
5dE4eE,18-24 years old,2,"At the office, On the go, At home, At a cafe",True,True,True,True,False,"French press, Espresso, Other, Pour over",True,True,True,False,False,False,False,False,False,True,Aeropress,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop",True,True,False,True,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,"Oat milk, Half and half, Whole milk",True,False,True,False,False,True,False,False,False,Raw Sugar (Turbinado),False,False,False,False,False,False,False,True,,,,,,,,,Bold,Very strong,Medium,Full caffeine,6.0,2.0,3.0,3.0,Lots of apple and citrus,3.0,2.0,5.0,Very nutty and almost smokey,2.0,4.0,3.0,A little taste of berries. Hard to place.,1.0,4.0,2.0,"Funky, sour, might be fermented.",Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,,High school graduate,White/Caucasian,,Employed part-time,,No affiliation
g5NogM,45-54 years old,3,"At home, On the go, At the office",True,True,True,False,False,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee",False,False,True,True,True,True,False,False,False,False,,"Specialty coffee shop, Local cafe",False,True,False,True,False,False,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,"Oat milk, Half and half, Whole milk",True,False,True,False,False,True,False,False,False,"Raw Sugar (Turbinado), Artificial Sweeteners (e.g., Splenda)",False,True,False,False,False,False,False,True,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,2.0,2.0,5.0,"Sweet, hint of berry, hint of vanilla",2.0,4.0,4.0,,3.0,4.0,3.0,Earthy,5.0,5.0,1.0,apple cider vinegar ,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$4-$6,No,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation
ylqb6X,25-34 years old,2,"At the office, At home",True,True,False,False,False,"Pour over, Espresso, Cold brew",True,False,True,False,False,False,False,True,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Half and half,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Medium,Full caffeine,6.0,2.0,3.0,3.0,"Sweetness, Well rounded",5.0,2.0,4.0,"Bold? Chocolatey, Roasty",4.0,2.0,2.0,"Tonic, Bitter Bomb",2.0,5.0,5.0,"Fruity, Juicy, Bright, Berries, Funky",Coffee B,Coffee D,Coffee D,I do a mix of both,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
xdN57r,35-44 years old,1,"At home, At the office",True,True,False,False,False,"Espresso, Pour over, Bean-to-cup machine, French press",True,True,True,False,False,False,True,False,False,False,,,,,,,,,,Espresso,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,"Raw Sugar (Turbinado), Granulated Sugar",True,False,False,False,False,False,False,True,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,7.0,1.0,4.0,2.0,,3.0,2.0,4.0,,3.0,2.0,3.0,,3.0,4.0,3.0,,Coffee B,Coffee D,Coffee B,I primarily work in person,<$20,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$4-$6,Yes,$100-$300,Yes,Male,,Some college or associate's degree,Black/African American,,Employed full-time,,Independent
bl2BVe,25-34 years old,2,At the office,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Half and half,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Light,Full caffeine,2.0,4.0,4.0,1.0,,2.0,2.0,5.0,,3.0,4.0,2.0,,3.0,3.0,3.0,,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,"I need the ritual, It tastes good, I need the caffeine",True,True,True,False,False,,Yes,No,$6-$8,$8-$10,Yes,$50-$100,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican
